Name,Target Name,Object Name,Type,Object Type,Inst Num,Value,Export Ord,Export,Fault Cause,Description,BACnet Writable
analogValue_441,PowerSum,BcpLonNetwork.S2_HUM.PowerSum,Bacnet Analog Value Descriptor,Analog Value,441,"0,00 W {ok}",h:a6a7,{ok},,,no
analogValue_442,PowerFactorAvg,BcpLonNetwork.S2_HUM.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,442,"0,00 {ok}",h:a6a9,{ok},,,no
analogValue_450,EngyPosSum,BcpLonNetwork.S1_HUM.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,450,"242480,3 kW-hr {ok}",h:a6ab,{ok},,,no
analogValue_451,PowerSum,BcpLonNetwork.S1_HUM.PowerSum,Bacnet Analog Value Descriptor,Analog Value,451,"10018,19 W {ok}",h:a6ad,{ok},,,no
analogValue_452,PowerFactorAvg,BcpLonNetwork.S1_HUM.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,452,"1,00 {ok}",h:a6af,{ok},,,no
analogValue_460,EngyPosSum,BcpLonNetwork.L206B_SE14_1_SE.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,460,"94569,2 kW-hr {ok}",h:a6b1,{ok},,,no
analogValue_461,PowerSum,BcpLonNetwork.L206B_SE14_1_SE.PowerSum,Bacnet Analog Value Descriptor,Analog Value,461,"1323,75 W {ok}",h:a6b3,{ok},,,no
analogValue_462,PowerFactorAvg,BcpLonNetwork.L206B_SE14_1_SE.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,462,"1,00 {ok}",h:a6b5,{ok},,,no
analogValue_470,EngyPosSum,BcpLonNetwork.L206A_SE14_2_SE.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,470,"16479,0 kW-hr {ok}",h:a6b7,{ok},,,no
analogValue_471,PowerSum,BcpLonNetwork.L206A_SE14_2_SE.PowerSum,Bacnet Analog Value Descriptor,Analog Value,471,"13,77 W {ok}",h:a6b9,{ok},,,no
analogValue_472,PowerFactorAvg,BcpLonNetwork.L206A_SE14_2_SE.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,472,"0,55 {ok}",h:a6bb,{ok},,,no
analogValue_480,EngyPosSum,BcpLonNetwork.L201A_CCT7_CP.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,480,"41935,4 kW-hr {ok}",h:a6bd,{ok},,,no
analogValue_481,PowerSum,BcpLonNetwork.L201A_CCT7_CP.PowerSum,Bacnet Analog Value Descriptor,Analog Value,481,"0,00 W {ok}",h:a6bf,{ok},,,no
analogValue_482,PowerFactorAvg,BcpLonNetwork.L201A_CCT7_CP.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,482,"1,00 {ok}",h:a6c1,{ok},,,no
analogValue_490,EngyPosSum,BcpLonNetwork.L201A_CCT9_CP.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,490,"40467,0 kW-hr {ok}",h:a6c3,{ok},,,no
analogValue_491,PowerSum,BcpLonNetwork.L201A_CCT9_CP.PowerSum,Bacnet Analog Value Descriptor,Analog Value,491,"0,00 W {ok}",h:a6c5,{ok},,,no
analogValue_492,PowerFactorAvg,BcpLonNetwork.L201A_CCT9_CP.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,492,"1,00 {ok}",h:a6c7,{ok},,,no
analogValue_500,EngyPosSum,BcpLonNetwork.L207_208_213_221_222_ESC3_CP.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,500,"3761,1 kW-hr {ok}",h:a6c9,{ok},,,no
analogValue_501,PowerSum,BcpLonNetwork.L207_208_213_221_222_ESC3_CP.PowerSum,Bacnet Analog Value Descriptor,Analog Value,501,"0,00 W {ok}",h:a6cb,{ok},,,no
analogValue_502,PowerFactorAvg,BcpLonNetwork.L207_208_213_221_222_ESC3_CP.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,502,"0,00 {ok}",h:a6cd,{ok},,,no
analogValue_510,EngyPosSum,BcpLonNetwork.L227_235_236_ESC4_CP.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,510,"42233,8 kW-hr {ok}",h:a6cf,{ok},,,no
analogValue_511,PowerSum,BcpLonNetwork.L227_235_236_ESC4_CP.PowerSum,Bacnet Analog Value Descriptor,Analog Value,511,"462,12 W {ok}",h:a6d1,{ok},,,no
analogValue_512,PowerFactorAvg,BcpLonNetwork.L227_235_236_ESC4_CP.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,512,"1,00 {ok}",h:a6d3,{ok},,,no
analogValue_520,EngyPosSum,BcpLonNetwork.L226A_226B_SE15_16_SE.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,520,"4947,8 kW-hr {ok}",h:a6d5,{ok},,,no
analogValue_521,PowerSum,BcpLonNetwork.L226A_226B_SE15_16_SE.PowerSum,Bacnet Analog Value Descriptor,Analog Value,521,"0,00 W {ok}",h:a6d7,{ok},,,no
analogValue_522,PowerFactorAvg,BcpLonNetwork.L226A_226B_SE15_16_SE.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,522,"1,00 {ok}",h:a6d9,{ok},,,no
analogValue_530,EngyPosSum,BcpLonNetwork.L209_210B_210C_CP.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,530,"33602,7 kW-hr {ok}",h:a6db,{ok},,,no
analogValue_531,PowerSum,BcpLonNetwork.L209_210B_210C_CP.PowerSum,Bacnet Analog Value Descriptor,Analog Value,531,"1183,81 W {ok}",h:a6dd,{ok},,,no
analogValue_532,PowerFactorAvg,BcpLonNetwork.L209_210B_210C_CP.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,532,"1,00 {ok}",h:a6df,{ok},,,no
analogValue_540,EngyPosSum,BcpLonNetwork.L212_217_218_CP.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,540,"3268,4 kW-hr {ok}",h:a6e1,{ok},,,no
analogValue_541,PowerSum,BcpLonNetwork.L212_217_218_CP.PowerSum,Bacnet Analog Value Descriptor,Analog Value,541,"1200,88 W {ok}",h:a6e3,{ok},,,no
analogValue_542,PowerFactorAvg,BcpLonNetwork.L212_217_218_CP.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,542,"1,00 {ok}",h:a6e5,{ok},,,no
analogValue_550,EngyPosSum,BcpLonNetwork.L202_203_205E_CP.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,550,"7866,1 kW-hr {ok}",h:a6e7,{ok},,,no
analogValue_551,PowerSum,BcpLonNetwork.L202_203_205E_CP.PowerSum,Bacnet Analog Value Descriptor,Analog Value,551,"0,00 W {ok}",h:a6e9,{ok},,,no
analogValue_552,PowerFactorAvg,BcpLonNetwork.L202_203_205E_CP.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,552,"1,00 {ok}",h:a6eb,{ok},,,no
analogValue_560,EngyPosSum,BcpLonNetwork.L206C_D_E_SE18_17_13_SE_2.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,560,"21248,3 kW-hr {ok}",h:a6ed,{ok},,,no
analogValue_561,PowerSum,BcpLonNetwork.L206C_D_E_SE18_17_13_SE_2.PowerSum,Bacnet Analog Value Descriptor,Analog Value,561,"2603,48 W {ok}",h:a6ef,{ok},,,no
analogValue_562,PowerFactorAvg,BcpLonNetwork.L206C_D_E_SE18_17_13_SE_2.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,562,"0,91 {ok}",h:a6f1,{ok},,,no
analogValue_570,EngyPosSum,BcpLonNetwork.L204_205A_ESC2_CP.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,570,"14760,3 kW-hr {ok}",h:a6f3,{ok},,,no
analogValue_571,PowerSum,BcpLonNetwork.L204_205A_ESC2_CP.PowerSum,Bacnet Analog Value Descriptor,Analog Value,571,"0,00 W {ok}",h:a6f5,{ok},,,no
analogValue_572,PowerFactorAvg,BcpLonNetwork.L204_205A_ESC2_CP.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,572,"1,00 {ok}",h:a6f7,{ok},,,no
analogValue_580,EngyPosSum,BcpLonNetwork.L219_220_CP.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,580,"10349,9 kW-hr {ok}",h:a6f9,{ok},,,no
analogValue_581,PowerSum,BcpLonNetwork.L219_220_CP.PowerSum,Bacnet Analog Value Descriptor,Analog Value,581,"874,10 W {ok}",h:a6fb,{ok},,,no
analogValue_582,PowerFactorAvg,BcpLonNetwork.L219_220_CP.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,582,"1,00 {ok}",h:a6fd,{ok},,,no
analogValue_590,EngyPosSum,BcpLonNetwork.L205B_CP.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,590,"5946,2 kW-hr {ok}",h:a6ff,{ok},,,no
analogValue_591,PowerSum,BcpLonNetwork.L205B_CP.PowerSum,Bacnet Analog Value Descriptor,Analog Value,591,"0,00 W {ok}",h:a701,{ok},,,no
analogValue_592,PowerFactorAvg,BcpLonNetwork.L205B_CP.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,592,"1,00 {ok}",h:a703,{ok},,,no
analogValue_600,EngyPosSum,BcpLonNetwork.S3R_V_R.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,600,"278046,4 kW-hr {ok}",h:a705,{ok},,,no
analogValue_601,PowerSum,BcpLonNetwork.S3R_V_R.PowerSum,Bacnet Analog Value Descriptor,Analog Value,601,"4235,50 W {ok}",h:a707,{ok},,,no
analogValue_602,PowerFactorAvg,BcpLonNetwork.S3R_V_R.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,602,"0,99 {ok}",h:a709,{ok},,,no
analogValue_610,EngyPosSum,BcpLonNetwork.S2R_V_R.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,610,"46442,9 kW-hr {ok}",h:a70b,{ok},,,no
analogValue_611,PowerSum,BcpLonNetwork.S2R_V_R.PowerSum,Bacnet Analog Value Descriptor,Analog Value,611,"802,05 W {ok}",h:a70d,{ok},,,no
analogValue_612,PowerFactorAvg,BcpLonNetwork.S2R_V_R.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,612,"0,99 {ok}",h:a70f,{ok},,,no
analogValue_620,EngyPosSum,BcpLonNetwork.S3A_V_A.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,620,"1021164,4 kW-hr {ok}",h:a711,{ok},,,no
analogValue_621,PowerSum,BcpLonNetwork.S3A_V_A.PowerSum,Bacnet Analog Value Descriptor,Analog Value,621,"13619,18 W {ok}",h:a713,{ok},,,no
analogValue_622,PowerFactorAvg,BcpLonNetwork.S3A_V_A.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,622,"0,99 {ok}",h:a715,{ok},,,no
analogValue_630,EngyPosSum,BcpLonNetwork.S1A_V_A.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,630,"104064,6 kW-hr {ok}",h:a717,{ok},,,no
analogValue_631,PowerSum,BcpLonNetwork.S1A_V_A.PowerSum,Bacnet Analog Value Descriptor,Analog Value,631,"1694,38 W {ok}",h:a719,{ok},,,no
analogValue_632,PowerFactorAvg,BcpLonNetwork.S1A_V_A.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,632,"0,99 {ok}",h:a71b,{ok},,,no
analogValue_640,EngyPosSum,BcpLonNetwork.S1R_V_R.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,640,"44614,3 kW-hr {ok}",h:a71d,{ok},,,no
analogValue_641,PowerSum,BcpLonNetwork.S1R_V_R.PowerSum,Bacnet Analog Value Descriptor,Analog Value,641,"696,95 W {ok}",h:a71f,{ok},,,no
analogValue_642,PowerFactorAvg,BcpLonNetwork.S1R_V_R.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,642,"0,99 {ok}",h:a721,{ok},,,no
analogValue_650,EngyPosSum,BcpLonNetwork.S2A_V_A.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,650,"49837,1 kW-hr {ok}",h:a723,{ok},,,no
analogValue_651,PowerSum,BcpLonNetwork.S2A_V_A.PowerSum,Bacnet Analog Value Descriptor,Analog Value,651,"661,49 W {ok}",h:a725,{ok},,,no
analogValue_652,PowerFactorAvg,BcpLonNetwork.S2A_V_A.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,652,"0,99 {ok}",h:a727,{ok},,,no
analogValue_660,EngyPosSum,BcpLonNetwork.S3_HUM.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,660,"201183,6 kW-hr {ok}",h:a729,{ok},,,no
analogValue_661,PowerSum,BcpLonNetwork.S3_HUM.PowerSum,Bacnet Analog Value Descriptor,Analog Value,661,"0,00 W {ok}",h:a72b,{ok},,,no
analogValue_662,PowerFactorAvg,BcpLonNetwork.S3_HUM.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,662,"1,00 {ok}",h:a72d,{ok},,,no
analogValue_670,EngyPosSum,BcpLonNetwork.REFG_REF.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,670,"139674,9 kW-hr {ok}",h:a72f,{ok},,,no
analogValue_671,PowerSum,BcpLonNetwork.REFG_REF.PowerSum,Bacnet Analog Value Descriptor,Analog Value,671,"0,00 W {ok}",h:a731,{ok},,,no
analogValue_672,PowerFactorAvg,BcpLonNetwork.REFG_REF.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,672,"1,00 {ok}",h:a733,{ok},,,no
analogValue_680,EngyPosSum,BcpLonNetwork.S3_SE3_SE.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,680,"1132624,9 kW-hr {ok}",h:a735,{ok},,,no
analogValue_681,PowerSum,BcpLonNetwork.S3_SE3_SE.PowerSum,Bacnet Analog Value Descriptor,Analog Value,681," -4559,17 W {ok}",h:a737,{ok},,,no
analogValue_682,PowerFactorAvg,BcpLonNetwork.S3_SE3_SE.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,682," -0,33 {ok}",h:a739,{ok},,,no
analogValue_690,EngyPosSum,BcpLonNetwork.S3E4_V_E.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,690,"9,8 kW-hr {ok}",h:a73b,{ok},,,no
analogValue_691,PowerSum,BcpLonNetwork.S3E4_V_E.PowerSum,Bacnet Analog Value Descriptor,Analog Value,691,"0,00 W {ok}",h:a73d,{ok},,,no
analogValue_692,PowerFactorAvg,BcpLonNetwork.S3E4_V_E.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,692,"1,00 {ok}",h:a73f,{ok},,,no
analogValue_700,EngyPosSum,BcpLonNetwork.S3E6_V_E.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,700,"56,7 kW-hr {ok}",h:a741,{ok},,,no
analogValue_701,PowerSum,BcpLonNetwork.S3E6_V_E.PowerSum,Bacnet Analog Value Descriptor,Analog Value,701,"0,00 W {ok}",h:a743,{ok},,,no
analogValue_702,PowerFactorAvg,BcpLonNetwork.S3E6_V_E.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,702,"1,00 {ok}",h:a745,{ok},,,no
analogValue_710,EngyPosSum,BcpLonNetwork.L121_AC.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,710,"13419,5 kW-hr {ok}",h:a747,{ok},,,no
analogValue_711,PowerSum,BcpLonNetwork.L121_AC.PowerSum,Bacnet Analog Value Descriptor,Analog Value,711,"78,81 W {ok}",h:a749,{ok},,,no
analogValue_712,PowerFactorAvg,BcpLonNetwork.L121_AC.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,712,"0,58 {ok}",h:a74b,{ok},,,no
analogValue_720,EngyPosSum,BcpLonNetwork.L116_AC.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,720,"45,1 kW-hr {ok}",h:a74d,{ok},,,no
analogValue_721,PowerSum,BcpLonNetwork.L116_AC.PowerSum,Bacnet Analog Value Descriptor,Analog Value,721,"8,61 W {ok}",h:a74f,{ok},,,no
analogValue_722,PowerFactorAvg,BcpLonNetwork.L116_AC.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,722,"0,57 {ok}",h:a751,{ok},,,no
analogValue_730,EngyPosSum,BcpLonNetwork.L110A2_110C_SE21_19_SE.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,730,"13594,5 kW-hr {ok}",h:a753,{ok},,,no
analogValue_731,PowerSum,BcpLonNetwork.L110A2_110C_SE21_19_SE.PowerSum,Bacnet Analog Value Descriptor,Analog Value,731,"885,67 W {ok}",h:a755,{ok},,,no
analogValue_732,PowerFactorAvg,BcpLonNetwork.L110A2_110C_SE21_19_SE.points.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,732,"1,00 {ok}",h:a757,{ok},,,no
analogValue_740,EngyPosSum,BcpLonNetwork.L110A1_SE22_SE.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,740,"3602,1 kW-hr {ok}",h:a759,{ok},,,no
analogValue_741,PowerSum,BcpLonNetwork.L110A1_SE22_SE.PowerSum,Bacnet Analog Value Descriptor,Analog Value,741,"904,37 W {ok}",h:a75b,{ok},,,no
analogValue_742,PowerFactorAvg,BcpLonNetwork.L110A1_SE22_SE.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,742,"1,00 {ok}",h:a75d,{ok},,,no
analogValue_750,EngyPosSum,BcpLonNetwork.S12A_VSE_A.EngyPosSum,Bacnet Analog Value Descriptor,Analog Value,750,"4236,0 kW-hr {ok}",h:a75f,{ok},,,no
analogValue_751,PowerSum,BcpLonNetwork.S12A_VSE_A.PowerSum,Bacnet Analog Value Descriptor,Analog Value,751,"0,00 W {ok}",h:a761,{ok},,,no
analogValue_752,PowerFactorAvg,BcpLonNetwork.S12A_VSE_A.PowerFactorAvg,Bacnet Analog Value Descriptor,Analog Value,752,"1,00 {ok}",h:a763,{ok},,,no
analogValue_5,WHAvail,WHAvail,Bacnet Analog Value Descriptor,Analog Value,5,174 kW-hr {ok} @ 10,h:34c2,{ok},,,no
analogValue_6,PcMinChargeBatGdp,PcMinChargeBatGdp,Bacnet Analog Value Descriptor,Analog Value,6,"20,0 % {ok} @ def",h:34c9,{ok},,,no
analogValue_7,WHRtg,WHRtg,Bacnet Analog Value Descriptor,Analog Value,7,186 kW-hr {ok} @ 10,h:34cb,{ok},,,no
analogValue_8,WSetGdp,WSetGdp,Bacnet Analog Value Descriptor,Analog Value,8,"0,0 kW {ok} @ 10",h:34d3,{ok},,,no
analogValue_9,WDisChaRteMax,WDisChaRteMax,Bacnet Analog Value Descriptor,Analog Value,9,"93,0 kW {ok} @ 10",h:34ef,{ok},,,no
analogValue_10,KwhDispoGdp,KwhDispoGdp,Bacnet Analog Value Descriptor,Analog Value,10,"136,8 kW-hr {ok} @ 10",h:34f9,{ok},,,no
analogValue_16,Nb_Heure_Hilo_AM,Nb_Heure_Hilo_AM,Bacnet Analog Value Descriptor,Analog Value,16,3 hr {ok} @ 10,h:64e6,{ok},,,no
analogValue_17,Nb_Heure_Hilo_PM,Nb_Heure_Hilo_PM,Bacnet Analog Value Descriptor,Analog Value,17,4 hr {ok} @ 10,h:64e8,{ok},,,no
analogValue_4,TEMP_M35_Hilo,TEMP_M35_Hilo,Bacnet Analog Value Descriptor,Analog Value,4,"100,0 {ok} @ def",h:64f1,{ok},,,no
binaryValue_1,ModeHiloActif,ModeHiloActif,Bacnet Binary Value Descriptor,Binary Value,1,Non {overridden} @ 8,h:6503,{ok},,,no
binaryValue_2,ModeGdpActif,ModeGdpActif,Bacnet Binary Value Descriptor,Binary Value,2,Non {ok} @ 10,h:2d0b,{ok},,,no
analogValue_19,Peak_Jan,Peak_Jan,Bacnet Analog Value Descriptor,Analog Value,19,517 kW {ok} @ 10,h:5c79,{ok},,,no
analogValue_20,Peak_Fev,Peak_Fev,Bacnet Analog Value Descriptor,Analog Value,20,556 kW {ok} @ 10,h:5c7b,{ok},,,no
analogValue_21,Peak_Mar,Peak_Mar,Bacnet Analog Value Descriptor,Analog Value,21,465 kW {ok} @ 10,h:5c7d,{ok},,,no
analogValue_22,Peak_Avr,Peak_Avr,Bacnet Analog Value Descriptor,Analog Value,22,306 kW {ok} @ 10,h:5c7f,{ok},,,no
analogValue_23,Peak_Mai,Peak_Mai,Bacnet Analog Value Descriptor,Analog Value,23,296 kW {ok} @ 10,h:5c81,{ok},,,no
analogValue_24,Peak_Jun,Peak_Jun,Bacnet Analog Value Descriptor,Analog Value,24,380 kW {ok} @ 10,h:5c83,{ok},,,no
analogValue_25,Peak_Jui,Peak_Jui,Bacnet Analog Value Descriptor,Analog Value,25,345 kW {ok} @ 10,h:5c85,{ok},,,no
analogValue_26,Peak_Aou,Peak_Aou,Bacnet Analog Value Descriptor,Analog Value,26,334 kW {ok} @ 10,h:5c87,{ok},,,no
analogValue_27,Peak_Sep,Peak_Sep,Bacnet Analog Value Descriptor,Analog Value,27,305 kW {ok} @ 10,h:5c89,{ok},,,no
analogValue_28,Peak_Oct,Peak_Oct,Bacnet Analog Value Descriptor,Analog Value,28,305 kW {ok} @ 10,h:5c8b,{ok},,,no
analogValue_29,Peak_Nov,Peak_Nov,Bacnet Analog Value Descriptor,Analog Value,29,345 kW {ok} @ 10,h:5c8d,{ok},,,no
analogValue_30,Peak_Dec,Peak_Dec,Bacnet Analog Value Descriptor,Analog Value,30,537 kW {ok} @ 10,h:5c8f,{ok},,,no
analogValue_31,Kwh_JourAct,Kwh_JourAct,Bacnet Analog Value Descriptor,Analog Value,31,3065 kW-hr {ok} @ 10,h:5c96,{ok},,,no
analogValue_32,Kwh_JourDernier,Kwh_JourDernier,Bacnet Analog Value Descriptor,Analog Value,32,5084 kW-hr {ok} @ 10,h:5c9a,{ok},,,no
analogValue_33,Peak_JourDernier,Peak_JourDernier,Bacnet Analog Value Descriptor,Analog Value,33,376 kW {ok} @ 10,h:5c9e,{ok},,,no
analogValue_34,Peak_Jour,Peak_Jour,Bacnet Analog Value Descriptor,Analog Value,34,321 kW {ok} @ 10,h:5ca2,{ok},,,no
analogValue_18,KW$20total$20LTE,KW_total_LTE,Bacnet Analog Value Descriptor,Analog Value,18,3395690 kW-hr {ok} @ 10,h:5d05,{ok},,,no
analogValue_36,Ajustement$20Pmax,MargeSecurite,Bacnet Analog Value Descriptor,Analog Value,36,"5,0 % {overridden} @ 8",h:5ab4,{ok},,,no
analogValue_38,PcDechargeMax$20LTE1$20selon$20C$2drate,PcDechargeMax_LTE1_selon_C_rate,Bacnet Analog Value Descriptor,Analog Value,38,"93,0 kW {ok} @ 10",h:609e,{ok},,,no
analogValue_35,Capacit$e9$20de$20la$20batterie1,Capacite_de_la_batterie1,Bacnet Analog Value Descriptor,Analog Value,35,"174,0 kW-hr {ok} @ 10",h:60a2,{ok},,,no
analogValue_39,PcKwMoisActuel,PMA_CIBLE_MAX_Mois_Actuel,Bacnet Analog Value Descriptor,Analog Value,39,200 kW {ok} @ 10,h:5b09,{ok},,,no
PMA_ACTIVE,Pc_kW_MoisAct,PMA_ACTIVE,Bacnet Analog Value Prioritized Descriptor,Analog Value,41,"371,58 kW {ok} @ 10",h:5ac9,{ok},,,no
analogValue_42,LTE_KW_Integree_15M_plus_P_Bat,LTE_KW_Integree_15M_plus_P_Bat,Bacnet Analog Value Descriptor,Analog Value,42,"265,527 kW {ok} @ 10",h:e8e0,{ok},,,no
analogValue_43,Seuil_recharge,Seuil_recharge,Bacnet Analog Value Descriptor,Analog Value,43,"363,38 kW {ok}",h:fef6,{ok},,,no
analogValue_44,Marge_de_controle,Marge_de_controle,Bacnet Analog Value Descriptor,Analog Value,44,"363,3800 kW {ok}",h:fdc5,{ok},,,no
analogValue_45,Marge_ajustement_positif,Marge_ajustement_positif,Bacnet Analog Value Descriptor,Analog Value,45,"379,78 kW {ok}",h:14163,{ok},,,no
analogValue_46,LTE_KW_Integree_15M,LTE_KW_Integree_15M_PG,Bacnet Analog Value Descriptor,Analog Value,46,"265,482 kW {ok} @ 10",h:6366,{ok},,,no
analogValue_47,W,DER_Measure_AC.W,Bacnet Analog Value Descriptor,Analog Value,47,"0,0 kW {ok}",h:23b8,{ok},,,no
PMA_cible_Bacnet,PMA_cible_Bacnet,PMA_cible_Bacnet,Bacnet Analog Value Prioritized Descriptor,Analog Value,40,"371,6 kW {ok} @ 10",h:d6a9,{ok},,,in10
analogValue_48,Invalid Ord!,TEXT_MEEB1,Bacnet Analog Value Descriptor,Analog Value,48,Invalid Ord!,h:1437c,{fault},Cannot find exported point,,no
analogValue_49,LTE_P_INT_00H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_00H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,49,"212,27 {ok} @ def",h:14768,{ok},,,no
analogValue_50,LTE_P_INT_01H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_01H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,50,"212,39 {ok} @ def",h:1476c,{ok},,,no
analogValue_51,LTE_P_INT_02H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_02H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,51,"214,02 {ok} @ def",h:14770,{ok},,,no
analogValue_52,LTE_P_INT_03H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_03H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,52,"230,70 {ok} @ def",h:14774,{ok},,,no
analogValue_53,LTE_P_INT_04H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_04H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,53,"295,42 {ok} @ def",h:14778,{ok},,,no
analogValue_54,LTE_P_INT_05H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_05H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,54,"304,46 {ok} @ def",h:1477c,{ok},,,no
analogValue_55,LTE_P_INT_06H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_06H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,55,"305,88 {ok} @ def",h:14780,{ok},,,no
analogValue_56,LTE_P_INT_07H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_07H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,56,"324,21 {ok} @ def",h:14784,{ok},,,no
analogValue_57,LTE_P_INT_08H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_08H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,57,"322,39 {ok} @ def",h:14788,{ok},,,no
analogValue_58,LTE_P_INT_09H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_09H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,58,"313,63 {ok} @ def",h:1478c,{ok},,,no
analogValue_59,LTE_P_INT_10H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_10H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,59,"301,64 {ok} @ def",h:14790,{ok},,,no
analogValue_60,LTE_P_INT_11H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_11H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,60,"285,33 {ok} @ def",h:14794,{ok},,,no
analogValue_61,LTE_P_INT_12H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_12H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,61,"283,35 {ok} @ def",h:14798,{ok},,,no
analogValue_62,LTE_P_INT_13H_J_PREC,Programmation.LTE_P_INT_J_PRECEDENT.LTE_P_INT_13H_J_PREC,Bacnet Analog Value Descriptor,Analog Value,62,"270,55 {ok} @ def",h:1479c,{ok},,,no
